csv_file,latitude,longitude
inters.csv,-20.434867,-41.7973
pico.csv,-20.434627,-41.795379
pm1.csv,-20.46685,-41.81392
pm2.csv,-20.45535,-41.80097
sm1.csv,-20.46813,-41.731783
sm2.csv,-20.46813,-41.731783
terr1.csv,-20.42003,-41.80609
terr2.csv,-20.421012,-41.811879
